,Row ID,Order Priority,Discount,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID
5417,23582,Not Specified,0.04,3.52,6.83,2006,Cynthia Khan,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Self-Adhesive Ring Binder Labels,0.38,West,Colorado,Durango,81301,2012-05-19,2012-05-21,-5.439500000000001,1,10.48,88807
5418,25590,High,0.08,4.91,5.68,2006,Cynthia Khan,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",0.36,West,Colorado,Durango,81301,2013-01-08,2013-01-09,-166.67088,11,53.2,88810
5419,18717,High,0.01,125.99,8.8,2006,Cynthia Khan,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 6500,0.59,West,Colorado,Durango,81301,2013-04-21,2013-04-22,-315.029,2,224.76,88812
5420,22461,High,0.1,9.78,5.76,2007,Lauren West,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",0.35,West,New Mexico,Albuquerque,87105,2011-07-28,2011-07-30,-13.74,1,15.0,88802
5421,20047,Critical,0.03,7.68,6.16,2007,Lauren West,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Strips,0.35,West,New Mexico,Albuquerque,87105,2011-08-30,2011-08-31,-34.510580000000004,18,140.67,88803
5422,20048,Critical,0.07,7.96,4.95,2007,Lauren West,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,West,New Mexico,Albuquerque,87105,2011-08-30,2011-08-31,-19.115199999999998,16,121.89,88803
5423,20492,Medium,0.06,5.81,3.37,2007,Lauren West,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,"Advantus Push Pins, Aluminum Head",0.54,West,New Mexico,Albuquerque,87105,2011-09-04,2011-09-05,-47.15,21,120.78,88804
5424,24072,Low,0.08,50.98,22.24,2007,Lauren West,Regular Air,Home Office,Furniture,Office Furnishings,Large Box,"Dana Fluorescent Magnifying Lamp, White, 36""",0.55,West,New Mexico,Albuquerque,87105,2012-04-22,2012-04-26,25.68,14,682.55,88806
5425,25805,Low,0.1,150.98,66.27,2007,Lauren West,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,Bush Mission Pointe Library,0.65,West,New Mexico,Albuquerque,87105,2012-07-21,2012-07-25,-865.88,10,1449.61,88808
5426,25560,Critical,0.08,50.98,14.19,2007,Lauren West,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",0.56,West,New Mexico,Albuquerque,87105,2012-09-10,2012-09-12,-69.66,1,53.51,88809
5427,25588,High,0.01,14.89,13.56,2007,Lauren West,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Tensor Computer Mounted Lamp,0.58,West,New Mexico,Albuquerque,87105,2013-01-08,2013-01-09,-73.9536,4,64.94,88810
5428,25589,High,0.04,280.98,35.67,2007,Lauren West,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,0.66,West,New Mexico,Albuquerque,87105,2013-01-08,2013-01-09,146.072,4,1099.94,88810
5429,22941,High,0.02,8.69,2.99,2007,Lauren West,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",0.39,West,New Mexico,Albuquerque,87105,2013-01-18,2013-01-19,40.31686,8,73.04,88811
5430,22910,Medium,0.02,95.95,74.35,2007,Lauren West,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Bevis Steel Folding Chairs,0.57,West,New Mexico,Albuquerque,87105,2013-11-24,2013-11-26,707.0292800000002,41,4077.22,88813
5431,22911,Medium,0.08,5.98,5.46,2007,Lauren West,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1983,0.36,West,New Mexico,Albuquerque,87105,2013-11-24,2013-11-25,29.94192000000001,26,150.8,88813
5432,18185,Not Specified,0.06,8.6,6.19,2009,Claudia Bean,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Printable Repositionable Plastic Tabs,0.38,Central,Michigan,Shelby,49455,2013-04-18,2013-04-18,-13.777000000000001,1,14.68,86880
5433,18186,Not Specified,0.03,896.99,19.99,2010,Gary Grimes,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,0.38,Central,Michigan,Southfield,48034,2013-04-18,2013-04-20,1909.1334,3,2766.86,86880
5434,18187,Not Specified,0.08,4.24,5.41,2010,Gary Grimes,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,0.35,Central,Michigan,Southfield,48034,2013-04-18,2013-04-20,-57.8795,4,17.11,86880
5435,18618,Critical,0.04,68.81,60.0,2010,Gary Grimes,Delivery Truck,Corporate,Office Supplies,Appliances,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",0.41,Central,Michigan,Southfield,48034,2013-10-02,2013-10-03,-521.42,12,849.2,86882
5436,18619,Critical,0.08,5.98,5.35,2010,Gary Grimes,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1947,0.4,Central,Michigan,Southfield,48034,2013-10-02,2013-10-04,-71.47,17,100.96,86882
5437,20006,Medium,0.1,10.48,2.89,2011,Wayne Bean,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Staples Battery-Operated Desktop Pencil Sharpener,0.6,Central,Michigan,Southgate,48195,2010-06-18,2010-06-19,-8.904,4,40.29,86874
5438,18992,Medium,0.05,20.28,14.39,2011,Wayne Bean,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Career Cubicle Clock, 8 1/4"", Black",0.47,Central,Michigan,Southgate,48195,2011-03-26,2011-03-28,-39.0,6,121.83,86876
5439,18993,Medium,0.07,65.99,2.79,2011,Wayne Bean,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,V8162,0.56,Central,Michigan,Southgate,48195,2011-03-26,2011-03-28,290.8281,8,421.49,86876
5440,19420,Low,0.02,14.58,7.4,2011,Wayne Bean,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,DAX Clear Channel Poster Frame,0.48,Central,Michigan,Southgate,48195,2011-07-21,2011-07-21,51.5,6,93.09,86877
5441,20411,Medium,0.04,14.56,3.5,2011,Wayne Bean,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,0.58,Central,Michigan,Southgate,48195,2013-06-12,2013-06-12,57.756,10,148.06,86881
5442,18620,Critical,0.04,300.65,24.49,2011,Wayne Bean,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,0.52,Central,Michigan,Southgate,48195,2013-10-02,2013-10-04,2848.17,17,4906.61,86882
5443,18621,Critical,0.04,5.78,5.37,2011,Wayne Bean,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1950,0.36,Central,Michigan,Southgate,48195,2013-10-02,2013-10-04,-94.82,25,142.91,86882
5444,20902,Not Specified,0.06,199.99,24.49,2012,Gretchen Davis,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,Central,Michigan,Sterling Heights,48310,2011-01-14,2011-01-16,1111.67024,9,1749.16,86875
5445,23121,Medium,0.07,28.53,1.49,2012,Gretchen Davis,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',0.38,Central,Michigan,Sterling Heights,48310,2011-08-22,2011-08-23,373.4763,20,541.27,86878
5446,22678,Low,0.01,22.23,8.99,2012,Gretchen Davis,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",0.41,Central,Michigan,Sterling Heights,48310,2013-03-31,2013-04-02,78.92219999999999,5,114.38,86879
5447,20412,Medium,0.1,270.97,28.06,2012,Gretchen Davis,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,0.56,Central,Michigan,Sterling Heights,48310,2013-06-12,2013-06-14,424.46400000000006,8,1961.19,86881
5448,18989,High,0.07,39.48,1.99,2014,Cathy Simon,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",0.54,Central,Iowa,Council Bluffs,51503,2010-03-22,2010-03-24,88.72,4,151.27,88367
5449,18990,High,0.0,4.91,0.5,2014,Cathy Simon,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,Central,Iowa,Council Bluffs,51503,2010-03-22,2010-03-24,7.251899999999999,2,10.51,88367
5450,21573,Critical,0.06,6.48,7.49,2014,Cathy Simon,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 220,0.37,Central,Iowa,Council Bluffs,51503,2010-04-04,2010-04-04,-191.49,12,74.93,88368
5451,20745,Critical,0.05,45.99,2.5,2014,Cathy Simon,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,T61,0.56,Central,Iowa,Council Bluffs,51503,2011-03-02,2011-03-03,182.9604,7,265.16,88369
5452,18523,High,0.06,12.58,5.16,2015,Claudia Wall,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,"DAX Copper Panel Document Frame, 5 x 7 Size",0.43,East,New York,Cohoes,12047,2011-12-04,2011-12-05,105.76500000000001,15,179.8,88370
5453,18524,High,0.05,14.34,5.0,2015,Claudia Wall,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,East,New York,Cohoes,12047,2011-12-04,2011-12-06,143.6856,14,208.24,88370
5454,18195,Not Specified,0.05,5.18,5.74,2017,Danny Schaefer,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,East,Pennsylvania,Norristown,19401,2011-05-13,2011-05-14,-144.6815,17,86.62,86935
5455,18196,Not Specified,0.06,85.99,3.3,2017,Danny Schaefer,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory20,0.37,East,Pennsylvania,Norristown,19401,2011-05-13,2011-05-15,229.779,5,357.27,86935
5456,19878,Low,0.03,7.4,1.71,2017,Danny Schaefer,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",0.4,East,Pennsylvania,Norristown,19401,2011-05-30,2011-06-01,79.92269999999999,15,115.83,86936
5457,18893,Critical,0.08,10.89,4.5,2017,Danny Schaefer,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,East,Pennsylvania,Norristown,19401,2012-11-10,2012-11-12,7.690000000000005,26,269.6,86942
5458,20134,Not Specified,0.06,10.91,2.99,2017,Danny Schaefer,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Heavy-Duty E-Z-D® Binders,0.38,East,Pennsylvania,Norristown,19401,2013-04-09,2013-04-10,57.11129999999999,8,82.77,86944
5459,21523,Medium,0.01,34.54,14.72,2018,Tracey Garcia,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Recycled Grain Textured Covers,0.37,East,Pennsylvania,Penn Hills,15235,2011-02-19,2011-02-22,-25.4265,1,39.24,86934
5460,21069,Low,0.03,12.07,6.2,2018,Tracey Garcia,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Eldon® 500 Class™ Desk Accessories,0.52,East,Pennsylvania,Penn Hills,15235,2012-02-10,2012-02-10,27.358499999999996,3,39.65,86940
5461,21070,Low,0.04,125.99,4.2,2018,Tracey Garcia,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,i1000plus,0.57,East,Pennsylvania,Penn Hills,15235,2012-02-10,2012-02-10,751.9344,10,1089.76,86940
5462,21800,High,0.06,10.91,2.99,2018,Tracey Garcia,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Heavy-Duty E-Z-D® Binders,0.38,East,Pennsylvania,Penn Hills,15235,2012-12-01,2012-12-03,-2.35175,1,13.96,86943
5463,21801,High,0.08,10.67,1.39,2018,Tracey Garcia,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Laser & Ink Jet Business Envelopes,0.39,East,Pennsylvania,Penn Hills,15235,2012-12-01,2012-12-01,183.3606,25,265.74,86943
5464,20135,Not Specified,0.01,12.07,6.2,2018,Tracey Garcia,Express Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Eldon® 500 Class™ Desk Accessories,0.52,East,Pennsylvania,Penn Hills,15235,2013-04-09,2013-04-11,31.24,8,101.7,86944
5465,21202,Medium,0.1,65.99,8.99,2018,Tracey Garcia,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC Analog,0.6,East,Pennsylvania,Penn Hills,15235,2013-05-03,2013-05-03,34.362,8,434.68,86945
5466,23956,High,0.01,99.99,19.99,2019,Billie Glass,Regular Air,Home Office,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,0.52,East,Pennsylvania,Philadelphia,19143,2012-09-03,2012-09-05,241.15,11,1098.45,86941
5467,23957,High,0.1,12.07,6.2,2019,Billie Glass,Express Air,Home Office,Furniture,Office Furnishings,Wrap Bag,Eldon® 500 Class™ Desk Accessories,0.52,East,Pennsylvania,Philadelphia,19143,2012-09-03,2012-09-05,-28.81,22,248.6,86941
5468,21802,High,0.08,130.98,30.0,2019,Billie Glass,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",0.78,East,Pennsylvania,Philadelphia,19143,2012-12-01,2012-12-03,-285.09,15,1823.04,86943
5469,21803,High,0.05,22.23,3.63,2019,Billie Glass,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 14"" Contract Wall Clock",0.52,East,Pennsylvania,Philadelphia,19143,2012-12-01,2012-12-03,307.2639,21,445.31,86943
5470,21804,High,0.08,6.68,1.5,2019,Billie Glass,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,0.48,East,Pennsylvania,Philadelphia,19143,2012-12-01,2012-12-03,5.655,5,32.1,86943
5471,22408,High,0.02,21.38,2.99,2019,Billie Glass,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Acco D-Ring Binder w/DublLock®,0.36,East,Pennsylvania,Philadelphia,19143,2013-11-15,2013-11-17,139.7802,9,202.58,86947
5472,25557,Critical,0.02,120.98,58.64,2020,Erika Jordan,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,0.75,East,Pennsylvania,Plum,15239,2010-02-13,2010-02-15,-1330.5,11,1370.99,86933
5473,25414,High,0.0,367.99,19.99,2020,Erika Jordan,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,0.4,East,Pennsylvania,Plum,15239,2011-10-22,2011-10-25,2820.9752999999996,11,4088.37,86939
5474,25415,High,0.07,4.13,0.5,2020,Erika Jordan,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 506,0.39,East,Pennsylvania,Plum,15239,2011-10-22,2011-10-25,58.456799999999994,22,84.72,86939
5475,25416,High,0.03,400.98,76.37,2020,Erika Jordan,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,0.6,East,Pennsylvania,Plum,15239,2011-10-22,2011-10-24,-1046.57223528,16,6381.62,86939
5476,25204,Low,0.03,2.88,0.5,2021,Lindsay Hoffman,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 484,0.36,Central,Texas,Plainview,79072,2011-06-09,2011-06-14,20.7552,10,30.08,86937
5477,24331,Low,0.1,7.77,9.23,2021,Lindsay Hoffman,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,0.58,Central,Texas,Plainview,79072,2011-06-17,2011-06-24,-137.128,9,67.52,86938
5478,25412,High,0.09,5.18,2.04,2021,Lindsay Hoffman,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,Central,Texas,Plainview,79072,2011-10-22,2011-10-24,2.5391999999999997,4,21.45,86939
5479,25413,High,0.0,259.71,66.67,2021,Lindsay Hoffman,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",0.65,Central,Texas,Plainview,79072,2011-10-22,2011-10-23,-207.89136,3,859.22,86939
5480,25205,Low,0.1,4.98,5.49,2021,Lindsay Hoffman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1952,0.38,Central,Texas,Plainview,79072,2013-06-09,2013-06-13,-25.704,4,20.66,86946
5481,25262,Not Specified,0.07,110.98,35.0,2021,Lindsay Hoffman,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Carina Mini System Audio Rack, Model AR050B",0.82,Central,Texas,Plainview,79072,2013-12-21,2013-12-23,-157.86623999999995,7,748.55,86948
5482,20037,Low,0.1,89.99,42.0,2023,Dan George,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",0.66,Central,Michigan,Eastpointe,48021,2011-09-20,2011-09-24,-821.87,20,1736.1,90762
5483,20038,Low,0.05,5.08,2.03,2023,Dan George,Regular Air,Home Office,Furniture,Office Furnishings,Wrap Bag,"Master Caster Door Stop, Brown",0.51,Central,Michigan,Eastpointe,48021,2011-09-20,2011-09-22,24.87,19,94.45,90762
5484,25685,Critical,0.08,25.98,14.36,2023,Dan George,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",0.6,Central,Michigan,Eastpointe,48021,2012-02-01,2012-02-04,-124.42,6,158.99,90763
5485,20399,Not Specified,0.01,125.99,8.99,2023,Dan George,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,M70,0.59,Central,Michigan,Eastpointe,48021,2012-07-04,2012-07-05,223.254,7,756.99,90764
5486,23820,Medium,0.09,6.48,6.22,2023,Dan George,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1894,0.37,Central,Michigan,Eastpointe,48021,2013-09-16,2013-09-17,-88.964,21,137.0,90765
5487,25736,Medium,0.04,2.1,0.7,2025,Benjamin Harrell,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,"Sanford EarthWrite® Recycled Pencils, Medium Soft, #2",0.57,East,Ohio,Berea,44017,2011-01-20,2011-01-21,1.8088,5,11.05,87127
5488,22541,High,0.01,8.46,3.62,2025,Benjamin Harrell,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",0.61,East,Ohio,Berea,44017,2011-07-23,2011-07-24,-31.43,1,9.58,87128
5489,22542,High,0.06,22.84,8.18,2025,Benjamin Harrell,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1991,0.39,East,Ohio,Berea,44017,2011-07-23,2011-07-23,-21.13,1,25.27,87128
5490,22543,High,0.02,7.99,5.03,2025,Benjamin Harrell,Regular Air,Small Business,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,East,Ohio,Berea,44017,2011-07-23,2011-07-25,-118.481,11,75.18,87128
5491,24966,Not Specified,0.0,11.97,4.98,2025,Benjamin Harrell,Regular Air,Small Business,Office Supplies,Appliances,Small Box,Staples 6 Outlet Surge,0.58,East,Ohio,Berea,44017,2012-03-08,2012-03-09,-4.75,8,101.07,87130
5492,24967,Not Specified,0.07,6.48,8.19,2025,Benjamin Harrell,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 217,0.37,East,Ohio,Berea,44017,2012-03-08,2012-03-09,-116.56,7,46.22,87130
5493,23215,High,0.05,15.23,27.75,2025,Benjamin Harrell,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,East,Ohio,Berea,44017,2013-02-18,2013-02-19,11.650950000000002,13,206.59,87131
5494,19027,High,0.07,22.01,5.53,2026,Keith Pittman,Express Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Boston 16801 Nautilus™ Battery Pencil Sharpener,0.59,Central,Wisconsin,Appleton,54915,2012-02-20,2012-02-21,-26.94,1,24.21,87129
5495,21106,Not Specified,0.03,54.96,10.75,2026,Keith Pittman,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1940,0.36,Central,Wisconsin,Appleton,54915,2013-12-22,2013-12-25,869.7104999999999,22,1260.45,87132
5496,18234,High,0.09,60.89,32.41,2026,Keith Pittman,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",0.56,Central,Wisconsin,Appleton,54915,2013-12-27,2013-12-29,-76.0872,7,409.2,87133
5497,25737,Medium,0.07,4.48,49.0,2027,Tracey McCall,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,0.6,Central,Wisconsin,Brookfield,53005,2011-01-20,2011-01-22,-1346.0448,6,38.75,87127
5498,20653,Medium,0.1,8.75,8.54,2029,Michael Howe,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon® 400 Class™ Desk Accessories, Black Carbon",0.43,Central,Texas,Grapevine,76051,2013-09-18,2013-09-19,-74.28999999999999,14,121.29,91061
5499,22145,Critical,0.04,120.97,7.11,2030,Lindsay O'Connell,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,0.36,Central,Texas,Greenville,75401,2010-09-17,2010-09-17,1320.5495999999998,16,1913.84,91059
5500,22146,Critical,0.0,195.99,4.2,2030,Lindsay O'Connell,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,688,0.6,Central,Texas,Greenville,75401,2010-09-17,2010-09-19,1585.5030000000002,16,2692.12,91059
5501,20654,Medium,0.03,55.98,4.86,2030,Lindsay O'Connell,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1908,0.36,Central,Texas,Greenville,75401,2010-09-18,2010-09-20,526.0422,13,762.38,91060
5502,18232,Medium,0.06,48.58,3.99,2032,Jessie Bray,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Belkin Premiere Surge Master II 8-outlet surge protector,0.56,South,Florida,Ormond Beach,32174,2011-09-14,2011-09-16,-250.348,21,960.75,87119
5503,19234,Low,0.07,50.98,13.66,2033,Shirley Garner,Regular Air,Consumer,Office Supplies,Appliances,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,0.58,South,Florida,Oviedo,32765,2011-01-03,2011-01-07,497.83799999999997,9,430.02,87118
5504,19235,Low,0.01,22.24,1.99,2033,Shirley Garner,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",0.43,South,Florida,Oviedo,32765,2011-01-03,2011-01-05,222.138,3,69.36,87118
5505,19236,Low,0.04,13.43,5.5,2033,Shirley Garner,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",0.57,South,Florida,Oviedo,32765,2011-01-03,2011-01-08,-79.24000000000001,3,41.11,87118
5506,18233,Medium,0.08,35.51,6.31,2033,Shirley Garner,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Steel Personal Filing/Posting Tote,0.58,South,Florida,Oviedo,32765,2011-09-14,2011-09-16,-229.85200000000003,6,206.77,87119
5507,20265,Low,0.06,5.18,2.04,2033,Shirley Garner,Express Air,Consumer,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,South,Florida,Oviedo,32765,2012-01-01,2012-01-08,330.80129999999997,3,17.14,87121
5508,21412,Medium,0.06,4.91,0.5,2033,Shirley Garner,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 508,0.36,South,Florida,Oviedo,32765,2012-03-26,2012-03-28,-30.547439999999995,12,55.94,87123
5509,21413,Medium,0.07,193.17,19.99,2033,Shirley Garner,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,South,Florida,Oviedo,32765,2012-03-26,2012-03-28,122.844,6,1137.49,87123
5510,21414,Medium,0.1,155.99,8.99,2033,Shirley Garner,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,CF 688,0.58,South,Florida,Oviedo,32765,2012-03-26,2012-03-28,66.264,6,737.47,87123
5511,23050,Medium,0.04,4.91,5.68,2034,Douglas English,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",0.36,South,Florida,Palm Bay,32905,2011-10-31,2011-11-02,3130.3601999999996,18,93.34,87120
5512,23051,Medium,0.01,19.98,5.77,2034,Douglas English,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox Blank Computer Paper,0.38,South,Florida,Palm Bay,32905,2011-10-31,2011-11-02,-265.062,22,472.62,87120
5513,24088,High,0.05,155.06,7.07,2034,Douglas English,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",0.59,South,Florida,Palm Bay,32905,2012-02-26,2012-02-27,334.5141,11,1668.99,87122
5514,23296,Not Specified,0.05,13.48,4.51,2034,Douglas English,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",0.59,South,Florida,Palm Bay,32905,2012-06-10,2012-06-12,1848.6119999999999,18,246.18,87124
5515,25153,Low,0.1,9.9,1.39,2034,Douglas English,Regular Air,Consumer,Office Supplies,Envelopes,Small Box,#6 3/4 Gummed Flap White Envelopes,0.37,South,Florida,Palm Bay,32905,2013-01-18,2013-01-18,123.762,5,45.85,87125
5516,22335,Low,0.02,193.17,19.99,2034,Douglas English,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel® Drawer Files,0.71,South,Florida,Palm Bay,32905,2013-05-12,2013-05-17,-239.274,9,1710.18,87126
5517,25918,Critical,0.1,1.89,0.76,2035,Jon Ward,Regular Air,Consumer,Office Supplies,Rubber Bands,Wrap Bag,Revere Boxed Rubber Bands by Revere,0.83,South,Florida,Palm Beach Gardens,33403,2010-11-18,2010-11-20,-40.432,20,36.72,87117
5518,25154,Low,0.07,50.98,14.19,2035,Jon Ward,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Deluxe Stacking Chair, Gray",0.56,South,Florida,Palm Beach Gardens,33403,2013-01-18,2013-01-22,-2.5060000000000002,7,358.93,87125
5519,25155,Low,0.01,5.84,0.83,2035,Jon Ward,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Smear-Safe Highlighters,0.49,South,Florida,Palm Beach Gardens,33403,2013-01-18,2013-01-25,11.898,5,30.86,87125
5520,19733,Not Specified,0.0,73.98,14.52,2037,Lynda Herman,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Keytronic French Keyboard,0.65,West,Montana,Bozeman,59715,2010-03-12,2010-03-14,-88.61,4,305.71,89333
